"header__reqNo","header__resultCode","header__resultMsg","body__items__item__desertionNo","body__items__item__filename","body__items__item__happenDt","body__items__item__happenPlace","body__items__item__kindCd","body__items__item__colorCd","body__items__item__age","body__items__item__weight","body__items__item__noticeNo","body__items__item__noticeSdt","body__items__item__noticeEdt","body__items__item__popfile","body__items__item__processState","body__items__item__sexCd","body__items__item__neuterYn","body__items__item__specialMark","body__items__item__careNm","body__items__item__careTel","body__items__item__careAddr","body__items__item__orgNm","body__items__item__chargeNm","body__items__item__officetel","body__items__item__noticeComment","body__numOfRows","body__pageNo","body__totalCount"
"","","","446493202100465","http://www.animal.go.kr/files/shelter/2021/12/202112311012766_s.jpg","20211231","현산면 매화길","[개] 믹스견","검정","2021(년생)","5(Kg)","전남-해남-2021-00465","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012766.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100464","http://www.animal.go.kr/files/shelter/2021/12/20211231101248_s.jpg","20211231","해남읍 남부순환로","[개] 믹스견","갈색","2021(년생)","1(Kg)","전남-해남-2021-00464","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231101248.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100463","http://www.animal.go.kr/files/shelter/2021/12/202112311012831_s.jpg","20211231","문내면 궁항길","[개] 믹스견","얼룩(갈색,흰색)","2020(년생)","5(Kg)","전남-해남-2021-00463","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012831.jpeg","종료(안락사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100462","http://www.animal.go.kr/files/shelter/2021/12/202112311012259_s.jpg","20211231","황산면 원금길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00462","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012259.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100461","http://www.animal.go.kr/files/shelter/2021/12/202112311012337_s.jpg","20211231","황산면 원금길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00461","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012337.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100460","http://www.animal.go.kr/files/shelter/2021/12/202112311012114_s.jpg","20211231","황산면 원금길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00460","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012114.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100459","http://www.animal.go.kr/files/shelter/2021/12/202112310912275_s[1].jpg","20211231","산이면 구성리","[개] 믹스견","흰색","2020(년생)","15(Kg)","전남-해남-2021-00459","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912275.jpeg","종료(안락사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100458","http://www.animal.go.kr/files/shelter/2021/12/202112310912870_s.jpg","20211231","현산면 백포길","[개] 믹스견","황색","2021(년생)","1(Kg)","전남-해남-2021-00458","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912870.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100457","http://www.animal.go.kr/files/shelter/2021/12/202112310912962_s.jpg","20211231","현산면 백포길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00457","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912962.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100456","http://www.animal.go.kr/files/shelter/2021/12/20211231091242_s.jpg","20211231","해남읍 고도리","[개] 믹스견","검정","2021(년생)","1(Kg)","전남-해남-2021-00456","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231091242.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100455","http://www.animal.go.kr/files/shelter/2021/12/202112310912719_s.jpg","20211231","해남읍 고도리","[개] 믹스견","검정","2021(년생)","1(Kg)","전남-해남-2021-00455","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912719.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100454","http://www.animal.go.kr/files/shelter/2021/12/202112310912143_s[1].jpg","20211231","해남읍 고도리","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00454","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912143.jpeg","종료(반환)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100453","http://www.animal.go.kr/files/shelter/2021/12/202112310912259_s.jpg","20211231","해남읍 고도리","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00453","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912259.jpeg","종료(반환)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100452","http://www.animal.go.kr/files/shelter/2021/12/202112310912170_s.jpg","20211231","황산면 한아길","[개] 믹스견","흰색","2020(년생)","5(Kg)","전남-해남-2021-00452","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912170.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100451","http://www.animal.go.kr/files/shelter/2021/12/202112310912611_s.jpg","20211231","황산면 한아길","[개] 믹스견","얼룩(황색,흰색)","2021(년생)","1(Kg)","전남-해남-2021-00451","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912611.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100450","http://www.animal.go.kr/files/shelter/2021/12/202112310912160_s.jpg","20211231","화산면 송평리","[개] 믹스견","흰색","2019(년생)","5(Kg)","전남-해남-2021-00450","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912160.jpeg","종료(안락사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100449","http://www.animal.go.kr/files/shelter/2021/12/202112310912456_s.jpg","20211231","화원면 청용2길","[개] 믹스견","흰색","2019(년생)","10(Kg)","전남-해남-2021-00449","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912456.jpeg","종료(안락사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100448","http://www.animal.go.kr/files/shelter/2021/12/20211231091278_s.jpg","20211231","황산면 원금길","[개] 믹스견","황색","2019(년생)","10(Kg)","전남-해남-2021-00448","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231091278.jpeg","종료(안락사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100447","http://www.animal.go.kr/files/shelter/2021/12/202112310912350_s.jpg","20211231","해남읍 용머리길","[개] 믹스견","얼룩(황색,흰색)","2020(년생)","5(Kg)","전남-해남-2021-00447","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912350.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100446","http://www.animal.go.kr/files/shelter/2021/12/202112310912900_s.jpg","20211231","화원면 명호길","[개] 골든 리트리버","황색","2016(년생)","25(Kg)","전남-해남-2021-00446","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912900.jpeg","종료(입양)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100445","http://www.animal.go.kr/files/shelter/2021/12/202112310912992_s.jpg","20211231","해남읍 남외리","[개] 믹스견","흰색","2019(년생)","5(Kg)","전남-해남-2021-00445","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912992.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100444","http://www.animal.go.kr/files/shelter/2021/12/20211231091294_s.jpg","20211231","해남읍 파출소","[개] 믹스견","황색","2021(년생)","1(Kg)","전남-해남-2021-00444","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231091294.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100443","http://www.animal.go.kr/files/shelter/2021/12/202112310912395_s.jpg","20211231","산이면 구성리","[개] 믹스견","흰색","2020(년생)","5(Kg)","전남-해남-2021-00443","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912395.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100442","http://www.animal.go.kr/files/shelter/2021/12/202112310912500_s.jpg","20211231","마산면 금자길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00442","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912500.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100441","http://www.animal.go.kr/files/shelter/2021/12/202112310912857_s[1].jpg","20211231","마산면 금자길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00441","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912857.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100440","http://www.animal.go.kr/files/shelter/2021/12/202112310912364_s.jpg","20211231","마산면 금자길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00440","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912364.jpeg","종료(자연사)","M","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100439","http://www.animal.go.kr/files/shelter/2021/12/202112310912441_s.jpg","20211231","마산면 금자길","[개] 믹스견","흰색","2021(년생)","1(Kg)","전남-해남-2021-00439","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912441.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100438","http://www.animal.go.kr/files/shelter/2021/12/202112310912164_s.jpg","20211231","마산면 금자길","[개] 믹스견","흰색","2020(년생)","5(Kg)","전남-해남-2021-00438","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912164.jpeg","종료(자연사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446493202100437","http://www.animal.go.kr/files/shelter/2021/12/202112310912801_s.jpg","20211231","마산면 금자길","[개] 믹스견","얼룩(황색,흰색)","2019(년생)","5(Kg)","전남-해남-2021-00437","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912801.jpeg","종료(안락사)","F","U","사람을 잘따름","해남군임시동물보호소","061-531-3914","전라남도 해남군 해남읍 부흥길 59-70  ","전라남도 해남군","조성우","061-531-3914","","","",""
"","","","446491202100262","http://www.animal.go.kr/files/shelter/2021/12/20211231171203_s.jpg","20211231","전남소방교육대","[개] 푸들","초코","2017(년생)","5(Kg)","전남-장흥-2021-00262","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231171203.jpg","종료(입양)","M","Y","순한성격으로 털뭉침이 심하며 왼쪽 앞발 검사사 필요해보임(골절의심)","장흥군 동물보호센터","061-860-6729","전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소","전라남도 장흥군","정찬일","061-860-6729","","","",""
"","","","446483202101098","http://www.animal.go.kr/files/shelter/2021/12/202112311712104_s.jpg","20211231","나주시 산포면 등수리242-10","[개] 믹스견","진갈색","2021(년생)","2(Kg)","전남-나주-2021-01019","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712104.jpg","종료(안락사)","M","N","생후60일정도보임","나주유기동물보호센터","010-2331-7377","전라남도 나주시 산포면 내기3길 71-43 [*미고시] ","전라남도 나주시","축산과","061-339-7604","","","",""
"","","","446483202101097","http://www.animal.go.kr/files/shelter/2021/12/202112311712167_s.jpg","20211231","나주시 산포면 등수리242-10","[개] 믹스견","진갈색","2021(년생)","2(Kg)","전남-나주-2021-01018","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712167.jpg","종료(입양)","M","N","생후60일정도보임","나주유기동물보호센터","010-2331-7377","전라남도 나주시 산포면 내기3길 71-43 [*미고시] ","전라남도 나주시","축산과","061-339-7604","","","",""
"","","","446483202101096","http://www.animal.go.kr/files/shelter/2021/12/202112311712441_s.jpg","20211231","나주시 산포면 등수리242-10","[개] 믹스견","진갈색","2021(년생)","2(Kg)","전남-나주-2021-01017","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712441.jpg","종료(안락사)","F","N","생후60일정도보임","나주유기동물보호센터","010-2331-7377","전라남도 나주시 산포면 내기3길 71-43 [*미고시] ","전라남도 나주시","축산과","061-339-7604","","","",""
"","","","446483202101095","http://www.animal.go.kr/files/shelter/2021/12/202112311712623_s.jpg","20211231","나주시 산포면 등수리242-10","[개] 믹스견","연갈색","2018(년생)","14(Kg)","전남-나주-2021-01016","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712623.jpg","종료(입양)","F","N","하우스에 들어와 분만함","나주유기동물보호센터","010-2331-7377","전라남도 나주시 산포면 내기3길 71-43 [*미고시] ","전라남도 나주시","축산과","061-339-7604","","","",""
"","","","446483202101094","http://www.animal.go.kr/files/shelter/2021/12/202112311712900_s.jpg","20211231","나주시 혁신도시 119소방대","[개] 믹스견","노랑색에흰색 약간있음","2021(년생)","13(Kg)","전남-나주-2021-01015","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712900.jpg","종료(안락사)","M","N","혁신도시119구조","나주유기동물보호센터","010-2331-7377","전라남도 나주시 산포면 내기3길 71-43 [*미고시] ","전라남도 나주시","축산과","061-339-7604","","","",""
"","","","446481202101115","http://www.animal.go.kr/files/shelter/2021/12/202112311412262_s.jpg","20211231","오천동 179","[개] 믹스견","연한갈흰색","2021(년생)","3.5(Kg)","전남-여수-2021-00752","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412262.jpg","종료(입양)","F","N","2~3개월령. 온순함. 마을 입구 도로변에서 발견","유기동물보호소","061-659-4429","전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소","전라남도 여수시","축산정책팀","061-659-4429","","","",""
"","","","446480202101184","http://www.animal.go.kr/files/shelter/2021/12/202112312112810_s.jpg","20211231","신안꿈동산@부근","[개] 푸들","갈색","2008(년생)","3.4(Kg)","전남-목포-2021-01101","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312112810.jpg","종료(입양)","M","Y","피부병,양쪽눈 백내장진행중,회색옷착용,중성화됨","목포시유기동물보호소","010-9678-9966","전라남도 무안군 삼향읍 석매길 21-5  ","전라남도 목포시","축산계","061-270-8693","","","",""
"","","","446480202101183","http://www.animal.go.kr/files/shelter/2021/12/202112312112490_s.jpg","20211231","하이마트부근","[고양이] 한국 고양이","검흰색","2019(년생)","4(Kg)","전남-목포-2021-01100","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312112490.jpg","종료(자연사)","M","U","교통사고","목포시유기동물보호소","010-9678-9966","전라남도 무안군 삼향읍 석매길 21-5  ","전라남도 목포시","축산계","061-270-8693","","","",""
"","","","446480202101182","http://www.animal.go.kr/files/shelter/2021/12/202112312112473_s.jpg","20211231","대양검문소부근","[개] 푸들","갈색","2015(년생)","4(Kg)","전남-목포-2021-01099","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312112473.jpg","종료(입양)","M","Y","주택가를 배회함,중성화됨","목포시유기동물보호소","010-9678-9966","전라남도 무안군 삼향읍 석매길 21-5  ","전라남도 목포시","축산계","061-270-8693","","","",""
"","","","446480202101181","http://www.animal.go.kr/files/shelter/2021/12/202112312112446_s.jpg","20211231","행복주택5차@부근","[개] 믹스견","검정색","2021(년생)","5(Kg)","전남-목포-2021-01098","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312112446.jpg","종료(반환)","M","U","녹색목줄착용,아파트주차장배회,가슴에 흰색털","목포시유기동물보호소","010-9678-9966","전라남도 무안군 삼향읍 석매길 21-5  ","전라남도 목포시","축산계","061-270-8693","","","",""
"","","","445470202101159","http://www.animal.go.kr/files/shelter/2021/12/202112311612967_s.jpg","20211231","사매면 대율화정길","[개] 믹스견","갈검색","2021(년생)","1.8(Kg)","전북-남원-2021-00733","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612967.jpg","종료(안락사)","F","N","사진참조","청원동물병원","063-633-3533","전라북도 남원시 죽항동 278번지","전라북도 남원시","남원시","063-620-6420","","","",""
"","","","445470202101158","http://www.animal.go.kr/files/shelter/2021/12/202112311612569_s.jpg","20211231","사매면 대율화정길","[개] 믹스견","갈검색","2021(년생)","2.1(Kg)","전북-남원-2021-00732","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612569.jpg","종료(입양)","M","N","사진참조","청원동물병원","063-633-3533","전라북도 남원시 죽항동 278번지","전라북도 남원시","남원시","063-620-6420","","","",""
"","","","445470202101157","http://www.animal.go.kr/files/shelter/2021/12/202112311612270_s.jpg","20211231","사매면 대율화정길","[개] 믹스견","갈검색","2021(년생)","1.9(Kg)","전북-남원-2021-00731","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612270.jpg","종료(안락사)","M","N","사진참조","청원동물병원","063-633-3533","전라북도 남원시 죽항동 278번지","전라북도 남원시","남원시","063-620-6420","","","",""
"","","","445464202103712","http://www.animal.go.kr/files/shelter/2021/12/202112312012304_s.jpg","20211231","신광교회앞","[개] 믹스견","흰색갈색","2018(년생)","8(Kg)","전북-전주-2021-02166","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312012304.jpg","종료(입양)","M","N","에민함(교통사고)","동부동물병원","063-231-2455","전라북도 전주시 완산구 경원동1가 3-10","전라북도 전주시","김상찬","063-281-5277","","","",""
"","","","445464202103711","http://www.animal.go.kr/files/shelter/2021/12/202112311912962_s.jpg","20211231","따박골6길17","[개] 믹스견","황색","2021(년생)","5.2(Kg)","전북-전주-2021-02165","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311912962.jpg","보호중","F","U","온순함","동부동물병원","063-231-2455","전라북도 전주시 완산구 경원동1가 3-10","전라북도 전주시","김상찬","063-281-5277","","","",""
"","","","445464202103710","http://www.animal.go.kr/files/shelter/2021/12/20211231191209_s.jpg","20211231","따박골6길17","[개] 믹스견","흰색","2021(년생)","5.2(Kg)","전북-전주-2021-02164","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231191209.jpg","보호중","F","N","온순함","동부동물병원","063-231-2455","전라북도 전주시 완산구 경원동1가 3-10","전라북도 전주시","김상찬","063-281-5277","","","",""
"","","","444462202100633","http://www.animal.go.kr/files/shelter/2021/12/202112311112946_s.jpg","20211231","태안읍 용남로 557-29","[개] 믹스견","백색","2021(년생)","4(Kg)","충남-태안-2021-00551","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311112946.jpg","종료(입양)","F","N","순하고 귀여움","최동물병원","041-672-0346","충청남도 태안군 태안읍 남문리 504-6","충청남도 태안군","태안군","041-670-2827","","","",""
"","","","444462202100632","http://www.animal.go.kr/files/shelter/2021/12/202112311112320_s.jpg","20211231","태안읍 용남로 557-29","[개] 믹스견","백색","2021(년생)","2(Kg)","충남-태안-2021-00550","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311112320.jpg","종료(입양)","F","N","순하고 귀여움","최동물병원","041-672-0346","충청남도 태안군 태안읍 남문리 504-6","충청남도 태안군","태안군","041-670-2827","","","",""
"","","","444461202100486","http://www.animal.go.kr/files/shelter/2021/12/202112311012667_s.jpg","20211231","예산 향천리산 25-1","[개] 도베르만","검정, 갈색","2019(년생)","15(Kg)","충남-예산-2021-00483","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012667.jpeg","종료(입양)","F","U","태양광 설치장소에 버려져 주민신고로 포획","예산동물보호센터","010-5453-8043","충청남도 예산군 예산읍 아리랑로 236  지하1층","충청남도 예산군","가축방역팀","041-339-7832","","","",""
"","","","444461202100485","http://www.animal.go.kr/files/shelter/2021/12/202112311012465_s.jpg","20211231","광시 대리 중말길 45","[개] 믹스견","갈색","2020(년생)","5(Kg)","충남-예산-2021-00482","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012465.jpeg","종료(안락사)","F","U","산에 버려져 마을 이장님이 신고하여 구조","예산동물보호센터","010-5453-8043","충청남도 예산군 예산읍 아리랑로 236  지하1층","충청남도 예산군","가축방역팀","041-339-7832","","","",""
"","","","444461202100484","http://www.animal.go.kr/files/shelter/2021/12/202112311012697_s.jpg","20211231","신암 추사로 167","[개] 믹스견","검정, 갈색","2019(년생)","3(Kg)","충남-예산-2021-00481","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012697.jpeg","종료(안락사)","M","U","농업기술센터 식당앞에 주인없이 며칠간 있어 주민신고로 구조","예산동물보호센터","010-5453-8043","충청남도 예산군 예산읍 아리랑로 236  지하1층","충청남도 예산군","가축방역팀","041-339-7832","","","",""
"","","","444461202100483","http://www.animal.go.kr/files/shelter/2021/12/20211231101277_s.jpg","20211231","신암 추사로 167","[개] 믹스견","검정,갈색","2019(년생)","5(Kg)","충남-예산-2021-00480","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231101277.jpeg","종료(안락사)","F","U","농업기술센터 식당앞에 주인없이 며칠간 있어 주민신고로 구조","예산동물보호센터","010-5453-8043","충청남도 예산군 예산읍 아리랑로 236  지하1층","충청남도 예산군","가축방역팀","041-339-7832","","","",""
"","","","444460202100677","http://www.animal.go.kr/files/shelter/2021/12/202112311512695_s.jpg","20211231","홍성읍 흥덕서로 166-81 좋은아침 카페 앞","[개] 믹스견","흰색","2020(년생)","8(Kg)","충남-홍성-2021-00546","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311512695.jpg","종료(입양)","F","U","사람 잘따름","금일동물보호센터","010-5432-5665","충청남도 홍성군 홍동면 충절로 625 (홍동면) ","충청남도 홍성군","박철","041-630-1727","","","",""
"","","","444459202100156","http://www.animal.go.kr/files/shelter/2021/12/202112311412441_s.jpg","20211231","정산면 남천리 인근","[개] 믹스견","흰색","2021(년생)","3.00(Kg)","충남-청양-2021-00126","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412441.jpg","종료(안락사)","M","N","사람 잘 따르고 순함","청양보호소","041-940-2972","충청남도 청양군 대치면 청산로 446-17 (대치면) ","충청남도 청양군","가축방역담당","041-940-2972","","","",""
"","","","444459202100155","http://www.animal.go.kr/files/shelter/2021/12/202112311012313_s.jpg","20211231","대치면 수석리 인근","[개] 셔틀랜드 쉽독","흰/갈","2020(년생)","8.00(Kg)","충남-청양-2021-00125","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012313.jpg","종료(입양)","M","N","사람 잘 따르며 순함","청양보호소","041-940-2972","충청남도 청양군 대치면 청산로 446-17 (대치면) ","충청남도 청양군","가축방역담당","041-940-2972","","","",""
"","","","444458202100394","http://www.animal.go.kr/files/shelter/2021/12/202112311712581_s.jpg","20211231","충청남도 서천군 한산면 화한로637번길 32-28","[개] 믹스견","황색,흰색","2021(년생)","0.5(Kg)","충남-서천-2021-00270","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712581.jpg","종료(자연사)","F","N","황색2, 흰색1마리 강아지","서천군유기동물보호소","041-950-4390","충청남도 서천군 마산면 한마로 1189-19 ","충청남도 서천군","서천군","041-950-4388","","","",""
"","","","444458202100393","http://www.animal.go.kr/files/shelter/2021/12/202112311712220[1]_s.jpg","20211231","충청남도 서천군 한산면 화한로637번길 32-28","[개] 믹스견","황색","2021(년생)","0.5(Kg)","충남-서천-2021-00269","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712220[1].jpg","종료(자연사)","F","N","황색2, 흰색1마리 강아지","서천군유기동물보호소","041-950-4390","충청남도 서천군 마산면 한마로 1189-19 ","충청남도 서천군","서천군","041-950-4388","","","",""
"","","","444455202100323","http://www.animal.go.kr/files/shelter/2021/12/202112311112863_s.jpg","20211231","남일면 봉황로 349","[개] 믹스견","갈색","2021(년생)","4(Kg)","충남-금산-2021-00175","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112863.jpeg","종료(입양)","M","N","이상없음, 3개월 추정, 순함","월드동물병원","041-750-2584","충청남도 금산군 금산읍 비단로 102  103호","충청남도 금산군","금산군","041-750-2584","","","",""
